gender,d_age,samerace,importance_same_race,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
1,8,0,1,'International Business',14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,7,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,8,8,7,8,5,0.03,3,,4,7,4,0,0
1,0,1,1,'International Business',17.31,13.46,17.31,19.23,19.23,13.46,10,9,9,10,10,10,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,9,7,7,9,7,7,0.46,3,,4,8,7,0,1
1,2,0,1,'International Business',11.54,13.46,19.23,19.23,19.23,17.31,9,9,9,9,9,9,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,8,7,8,8,7,6,0.22,3,,4,8,7,0,1
1,5,0,1,'International Business',13.04,21.74,17.39,17.39,15.22,15.22,8,7,8,,7,7,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,5,8,8,7,8,5,0.1,3,,4,6,3,0,0
1,6,1,1,'International Business',20,15.56,20,15.56,11.11,17.78,10,10,8,10,,,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,9,9,7,7,7,0.26,3,,4,7,6,0,0
1,5,1,1,'International Business',16.36,16.36,18.18,18.18,16.36,14.55,10,8,8,9,9,6,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,8,8,7,9,7,-0.13,3,,4,7,6,0,0
1,4,0,1,'International Business',14.29,18.37,18.37,16.33,18.37,14.29,8,7,8,7,8,6,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,8,7,8,8,7,7,0.2,3,,4,8,7,0,1
1,2,0,1,'International Business',15.52,17.24,17.24,17.24,17.24,15.52,9,8,10,8,9,7,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,7,6,7,6,6,0.34,3,,4,6,9,0,0
1,2,1,7,Finance,16,16,20,16,18,14,10,8,7,7,9,6,20,16,18,16,16,14,7,10,8,10,10,4,6,6,5,5,5,0.57,5,,,4,4,0,0
1,1,1,7,Finance,15.38,19.23,19.23,19.23,13.46,13.46,9,7,7,6,6,6,20,16,18,16,16,14,7,10,8,10,10,6,4,8,8,5,6,-0.12,5,,,6,6,0,0
1,1,0,7,Finance,17.65,17.65,17.65,15.69,15.69,15.69,5,5,4,2,3,3,20,16,18,16,16,14,7,10,8,10,10,5,7,7,6,5,3,-0.1,5,,,3,4,0,0
1,2,0,7,Finance,14,18,20,18,16,14,7,7,7,7,7,3,20,16,18,16,16,14,7,10,8,10,10,7,7,7,7,7,7,0.46,5,,,7,5,0,0
1,3,0,7,Finance,15.38,19.23,17.31,19.23,9.62,19.23,5,5,5,5,5,5,20,16,18,16,16,14,7,10,8,10,10,3,3,5,4,4,2,-0.2,5,,,2,2,1,0
1,4,1,7,Finance,17.5,17.5,20,12.5,20,12.5,4,10,10,6,8,4,20,16,18,16,16,14,7,10,8,10,10,8,8,8,8,8,8,0.65,5,,,9,6,0,0
1,1,1,7,Finance,13.21,18.87,18.87,16.98,16.98,15.09,7,8,7,7,7,,20,16,18,16,16,14,7,10,8,10,10,8,7,8,7,8,8,-0.02,5,,,8,6,0,0
1,1,1,7,Finance,15.38,17.31,17.31,17.31,17.31,15.38,6,7,7,,,,20,16,18,16,16,14,7,10,8,10,10,6,8,8,6,7,6,0.13,5,,,5,5,0,0
1,4,1,7,Finance,15.38,19.23,19.23,19.23,15.38,11.54,8,7,8,8,9,7,20,16,18,16,16,14,7,10,8,10,10,4,6,7,4,5,4,0.46,5,,,3,5,0,0
1,4,1,7,Finance,16,20,18,20,18,8,8,6,8,7,8,7,20,16,18,16,16,14,7,10,8,10,10,5,7,7,5,6,5,0.35,5,,,4,5,0,0
1,0,1,7,Finance,19.61,15.69,17.65,15.69,17.65,13.73,7,7,6,6,6,5,20,16,18,16,16,14,7,10,8,10,10,4,4,5,5,5,5,0.31,5,,,3,3,1,0
1,3,1,7,Finance,15.38,17.31,19.23,19.23,11.54,17.31,2,7,5,4,9,2,20,16,18,16,16,14,7,10,8,10,10,3,5,6,5,5,3,0.28,5,,,3,3,0,0
1,5,0,7,Finance,14.58,16.67,20.83,18.75,16.67,12.5,8,8,8,8,8,7,20,16,18,16,16,14,7,10,8,10,10,4,5,6,4,5,3,0.21,5,,,3,3,0,0
1,3,1,7,Finance,17.31,13.46,17.31,19.23,19.23,13.46,8,10,7,9,7,8,20,16,18,16,16,14,7,10,8,10,10,8,8,7,9,8,8,0.24,5,,,9,7,0,1
1,1,0,7,Finance,11.54,13.46,19.23,19.23,19.23,17.31,8,9,9,9,9,9,20,16,18,16,16,14,7,10,8,10,10,8,8,8,8,8,7,-0.15,5,,,8,6,0,1
1,2,0,7,Finance,13.04,21.74,17.39,17.39,15.22,15.22,8,8,8,,8,5,20,16,18,16,16,14,7,10,8,10,10,4,7,7,5,4,4,-0.03,5,,,4,3,0,0
1,3,1,7,Finance,20,15.56,20,15.56,11.11,17.78,6,6,5,9,5,5,20,16,18,16,16,14,7,10,8,10,10,5,8,7,7,7,6,0.25,5,,,5,4,0,0
1,2,1,7,Finance,16.36,16.36,18.18,18.18,16.36,14.55,7,6,8,8,10,2,20,16,18,16,16,14,7,10,8,10,10,6,6,6,5,5,5,0.56,5,,,5,4,0,0
1,1,0,7,Finance,14.29,18.37,18.37,16.33,18.37,14.29,8,7,8,7,8,6,20,16,18,16,16,14,7,10,8,10,10,6,8,8,6,6,6,0.12,5,,,6,6,0,0
1,1,0,7,Finance,15.52,17.24,17.24,17.24,17.24,15.52,8,8,10,9,10,8,20,16,18,16,16,14,7,10,8,10,10,6,8,8,7,7,7,0.51,5,,,6,6,0,1
1,0,0,1,Physics,16,16,20,16,18,14,7,10,10,6,10,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,7,6,4,6,5,-0.05,7,,3,5,3,0,0
1,3,0,1,Physics,15.38,19.23,19.23,19.23,13.46,13.46,8,9,10,5,5,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,6,6,7,6,5,0.26,7,,3,6,5,0,0
1,1,1,1,Physics,17.65,17.65,17.65,15.69,15.69,15.69,2,5,3,2,,,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,7,6,4,5,6,0.52,7,,3,6,4,0,0
1,0,0,1,Physics,14,18,20,18,16,14,7,7,7,7,7,4,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,5,6,6,6,7,5,0.63,7,,3,5,3,0,0
1,1,1,1,Physics,15.38,19.23,17.31,19.23,9.62,19.23,8,8,8,8,8,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,9,7,3,8,4,0.02,7,,3,5,7,0,0
1,6,0,1,Physics,17.5,17.5,20,12.5,20,12.5,5,9,9,4,9,4,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,6,7,4,7,4,0.02,7,,3,4,1,0,0
1,1,0,1,Physics,13.21,18.87,18.87,16.98,16.98,15.09,5,10,9,6,9,,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,4,7,7,4,5,4,0.61,7,,3,3,1,0,0
1,1,0,1,Physics,15.38,17.31,17.31,17.31,17.31,15.38,5,8,8,4,,,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,7,7,5,5,3,-0.39,7,,3,6,3,0,0
1,2,0,1,Physics,15.38,19.23,19.23,19.23,15.38,11.54,4,9,9,6,7,3,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,4,8,7,6,7,5,-0.11,7,,3,4,4,0,0
1,2,0,1,Physics,16,20,18,20,18,8,6,7,10,7,10,,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,7,7,5,5,8,-0.01,7,,3,7,5,0,0
1,2,0,1,Physics,19.61,15.69,17.65,15.69,17.65,13.73,2,6,5,2,3,2,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,4,7,5,5,4,4,-0.08,7,,3,4,4,0,0
1,1,0,1,Physics,15.38,17.31,19.23,19.23,11.54,17.31,5,9,9,5,5,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,7,7,4,7,6,0.64,7,,3,5,4,0,0
1,7,0,1,Physics,14.58,16.67,20.83,18.75,16.67,12.5,7,8,9,9,7,7,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,7,7,7,7,5,0.85,7,,3,7,5,0,0
1,1,0,1,Physics,17.31,13.46,17.31,19.23,19.23,13.46,6,6,8,2,4,4,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,5,6,8,6,5,-0.56,7,,3,6,4,0,0
1,1,0,1,Physics,11.54,13.46,19.23,19.23,19.23,17.31,5,8,8,8,8,8,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,8,6,6,8,6,6,0.53,7,,3,7,4,0,0
1,4,0,1,Physics,13.04,21.74,17.39,17.39,15.22,15.22,5,6,7,5,,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,7,7,7,7,4,0.51,7,,3,6,5,0,0
1,5,0,1,Physics,20,15.56,20,15.56,11.11,17.78,5,8,,1,,1,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,6,6,7,6,5,0.31,7,,3,6,5,0,0
1,4,0,1,Physics,16.36,16.36,18.18,18.18,16.36,14.55,7,10,10,6,10,6,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,6,6,5,6,5,-0.21,7,,3,6,5,0,0
1,3,0,1,Physics,14.29,18.37,18.37,16.33,18.37,14.29,6,10,10,6,10,6,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,6,7,7,6,6,0.14,7,,3,6,4,0,1
1,1,0,1,Physics,15.52,17.24,17.24,17.24,17.24,15.52,6,8,9,7,7,6,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,5,6,7,5,5,0.09,7,,3,7,5,0,0
1,4,1,7,biomedicine,16,16,20,16,18,14,8,9,8,6,7,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,1,5,5,3,5,3,0.33,3,,6,5,3,0,0
1,1,1,7,biomedicine,15.38,19.23,19.23,19.23,13.46,13.46,8,8,9,9,8,6,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,8,9,7,9,5,5,0.49,3,,6,7,7,0,1
1,3,0,7,biomedicine,17.65,17.65,17.65,15.69,15.69,15.69,3,3,5,3,6,,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,7,8,2,1,1,-0.4,3,,6,3,2,0,0
1,4,0,7,biomedicine,14,18,20,18,16,14,7,7,7,7,7,4,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,4,8,8,5,4,3,0.04,3,,6,3,3,0,0
1,5,0,7,biomedicine,15.38,19.23,17.31,19.23,9.62,19.23,6,6,8,6,6,5,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,4,5,2,2,2,-0.43,3,,6,3,4,0,0
1,2,1,7,biomedicine,17.5,17.5,20,12.5,20,12.5,2,2,10,6,10,2,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,5,3,6,4,4,4,0.13,3,,6,4,4,0,0
1,3,1,7,biomedicine,13.21,18.87,18.87,16.98,16.98,15.09,7,10,8,9,,8,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,8,8,6,6,6,3,0.32,3,,6,,,,1
1,3,1,7,biomedicine,15.38,17.31,17.31,17.31,17.31,15.38,7,7,8,7,7,,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,5,8,7,5,5,5,0.47,3,,6,5,6,,0
1,6,1,7,biomedicine,15.38,19.23,19.23,19.23,15.38,11.54,9,9,9,8,9,4,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,2,8,9,4,3,2,0.46,3,,6,4,5,0,0
1,6,1,7,biomedicine,16,20,18,20,18,8,8,3,9,8,9,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,6,9,3,1,2,0.18,3,,6,4,5,0,0
1,2,1,7,biomedicine,19.61,15.69,17.65,15.69,17.65,13.73,8,7,8,9,8,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,5,8,5,8,6,0.09,3,,6,3,4,0,0
1,5,1,7,biomedicine,15.38,17.31,19.23,19.23,11.54,17.31,10,8,6,5,9,5,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,5,4,2,3,3,0.55,3,,6,4,3,0,0
1,3,0,7,biomedicine,14.58,16.67,20.83,18.75,16.67,12.5,8,8,8,8,8,8,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,9,8,7,5,4,0.08,3,,6,6,6,0,0
1,5,1,7,biomedicine,17.31,13.46,17.31,19.23,19.23,13.46,7,9,9,9,9,9,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,8,5,5,8,3,6,0.17,3,,6,6,3,0,0
1,3,0,7,biomedicine,11.54,13.46,19.23,19.23,19.23,17.31,8,8,8,8,8,8,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,8,7,5,6,3,-0.11,3,,6,7,5,0,1
1,0,0,7,biomedicine,13.04,21.74,17.39,17.39,15.22,15.22,8,,8,,,,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,9,8,5,6,3,-0.07,3,,6,3,3,0,0
1,1,1,7,biomedicine,20,15.56,20,15.56,11.11,17.78,10,9,9,7,9,,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,8,7,5,6,3,0.27,3,,6,7,5,0,1
1,0,1,7,biomedicine,16.36,16.36,18.18,18.18,16.36,14.55,7,8,9,7,10,4,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,5,5,5,5,5,0.01,3,,6,3,3,0,0
1,1,0,7,biomedicine,14.29,18.37,18.37,16.33,18.37,14.29,7,7,9,8,9,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,4,8,7,4,4,3,0.04,3,,6,5,4,0,0
1,3,0,7,biomedicine,15.52,17.24,17.24,17.24,17.24,15.52,8,9,10,8,10,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,8,5,8,5,7,0.05,3,,6,5,5,0,0
1,18,1,5,'International Affairs',16,16,20,16,18,14,6,10,9,8,8,6,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,3,5,5,2,2,2,-0.02,5,,1,2,1,0,0
1,15,1,5,'International Affairs',15.38,19.23,19.23,19.23,13.46,13.46,6,7,6,6,6,5,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,8,7,7,7,6,5,-0.43,5,,1,7,4,0,0
1,17,0,5,'International Affairs',17.65,17.65,17.65,15.69,15.69,15.69,2,3,3,3,3,,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,8,7,8,5,5,6,0.57,5,,1,8,4,0,0
1,18,0,5,'International Affairs',14,18,20,18,16,14,7,7,7,6,7,3,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,7,6,7,6,5,5,0.35,5,,1,6,4,0,0
1,19,0,5,'International Affairs',15.38,19.23,17.31,19.23,9.62,19.23,5,5,5,5,5,6,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,8,7,5,6,0.4,5,,1,7,4,0,0
1,12,1,5,'International Affairs',17.5,17.5,20,12.5,20,12.5,2,4,4,4,10,4,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,8,6,6,5,5,6,0.1,5,,1,7,3,0,0
1,17,1,5,'International Affairs',13.21,18.87,18.87,16.98,16.98,15.09,8,7,,7,6,6,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,6,6,6,4,7,6,0.06,5,,1,5,4,0,0
1,17,1,5,'International Affairs',15.38,17.31,17.31,17.31,17.31,15.38,8,8,8,9,9,8,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,9,9,5,5,-0.83,5,,1,7,4,0,1
1,20,1,5,'International Affairs',15.38,19.23,19.23,19.23,15.38,11.54,5,9,8,8,8,5,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,7,6,7,5,5,3,0.04,5,,1,3,2,0,0
1,20,1,5,'International Affairs',16,20,18,20,18,8,4,6,6,7,7,3,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,7,7,8,7,5,4,0.36,5,,1,7,3,0,0
1,16,1,5,'International Affairs',19.61,15.69,17.65,15.69,17.65,13.73,6,8,7,7,6,6,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,5,8,8,7,7,3,0.01,5,,1,3,3,0,0
1,19,1,5,'International Affairs',15.38,17.31,19.23,19.23,11.54,17.31,5,5,6,2,9,3,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,6,8,8,8,5,6,0.08,5,,1,7,5,0,0
1,11,0,5,'International Affairs',14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,7,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,6,8,9,8,7,7,0.09,5,,1,6,5,0,1
1,19,1,5,'International Affairs',17.31,13.46,17.31,19.23,19.23,13.46,4,7,6,4,4,4,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,7,7,7,6,7,-0.19,5,,1,8,5,0,0
1,17,0,5,'International Affairs',11.54,13.46,19.23,19.23,19.23,17.31,9,9,9,9,9,9,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,7,8,7,7,0.31,5,,1,7,6,0,1
1,14,0,5,'International Affairs',13.04,21.74,17.39,17.39,15.22,15.22,5,5,7,5,7,,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,5,8,6,5,6,4,0,5,,1,3,1,0,0
1,13,1,5,'International Affairs',20,15.56,20,15.56,11.11,17.78,8,10,,10,,,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,5,8,8,7,5,7,0.4,5,,1,7,6,0,0
1,14,1,5,'International Affairs',16.36,16.36,18.18,18.18,16.36,14.55,6,9,8,9,8,8,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,7,7,7,5,7,0.25,5,,1,8,4,0,1
1,15,0,5,'International Affairs',14.29,18.37,18.37,16.33,18.37,14.29,6,6,6,6,6,5,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,7,6,6,6,6,7,0.31,5,,1,6,3,0,0
1,17,0,5,'International Affairs',15.52,17.24,17.24,17.24,17.24,15.52,5,8,8,7,7,8,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,8,8,6,8,0.21,5,,1,9,5,0,0
1,6,0,1,'International Affairs',16,16,20,16,18,14,8,10,9,8,8,7,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,4,6,5,6,4,-0.28,5,,,4,5,0,0
1,3,0,1,'International Affairs',15.38,19.23,19.23,19.23,13.46,13.46,6,10,9,8,10,9,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,8,8,8,4,6,0.17,5,,,8,6,0,0
1,5,0,1,'International Affairs',17.65,17.65,17.65,15.69,15.69,15.69,3,6,7,8,,3,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,8,6,7,6,6,3,0.47,5,,,5,3,0,0
1,6,0,1,'International Affairs',14,18,20,18,16,14,10,10,10,10,10,10,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,9,5,6,6,6,9,0.43,5,,,8,10,1,1
1,7,0,1,'International Affairs',15.38,19.23,17.31,19.23,9.62,19.23,5,5,5,4,4,5,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,3,6,5,1,7,5,0.04,5,,,3,5,0,0
1,0,0,1,'International Affairs',17.5,17.5,20,12.5,20,12.5,3,3,3,8,8,2,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,9,4,6,6,6,7,0.39,5,,,7,5,0,0
1,5,0,1,'International Affairs',13.21,18.87,18.87,16.98,16.98,15.09,5,7,8,7,7,,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,8,8,7,8,6,8,0.82,5,,,8,6,0,0
1,5,0,1,'International Affairs',15.38,17.31,17.31,17.31,17.31,15.38,8,8,8,7,8,3,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,6,6,5,7,8,-0.34,5,,,5,7,0,0
1,8,0,1,'International Affairs',15.38,19.23,19.23,19.23,15.38,11.54,6,8,8,9,8,6,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,6,7,4,6,4,0.24,5,,,5,6,0,0
1,8,0,1,'International Affairs',16,20,18,20,18,8,5,5,8,6,9,4,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,8,8,8,5,5,6,0.07,5,,,7,4,0,0
1,4,0,1,'International Affairs',19.61,15.69,17.65,15.69,17.65,13.73,7,7,9,8,7,8,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,3,6,7,10,6,0.24,5,,,5,7,0,0
1,7,0,1,'International Affairs',15.38,17.31,19.23,19.23,11.54,17.31,4,5,5,5,5,2,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,7,6,8,6,6,4,0.71,5,,,6,6,0,0
1,1,0,1,'International Affairs',14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,8,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,9,9,8,7,8,0.71,5,,,7,8,0,0
1,7,0,1,'International Affairs',17.31,13.46,17.31,19.23,19.23,13.46,4,5,4,6,5,4,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,7,4,5,7,8,4,-0.31,5,,,5,5,0,0
1,5,0,1,'International Affairs',11.54,13.46,19.23,19.23,19.23,17.31,5,9,9,7,8,7,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,8,8,7,9,6,7,0.62,5,,,8,8,,1
1,2,0,1,'International Affairs',13.04,21.74,17.39,17.39,15.22,15.22,8,8,8,,,,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,6,6,5,6,7,0.45,5,,,5,5,0,0
1,1,0,1,'International Affairs',20,15.56,20,15.56,11.11,17.78,5,2,3,1,,1,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,7,7,6,6,5,0.54,5,,,5,6,0,0
1,2,0,1,'International Affairs',16.36,16.36,18.18,18.18,16.36,14.55,7,8,9,7,10,8,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,7,5,6,5,7,7,-0.2,5,,,6,5,1,0
1,3,1,1,'International Affairs',14.29,18.37,18.37,16.33,18.37,14.29,7,7,7,8,7,7,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,8,7,6,7,10,0.35,5,,,5,10,1,1
1,5,1,1,'International Affairs',15.52,17.24,17.24,17.24,17.24,15.52,6,10,10,10,8,7,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,7,7,7,6,7,5,0.4,5,,,6,6,0,0
1,7,1,4,'International Affairs',16,16,20,16,18,14,5,10,9,6,7,6,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,5,5,5,4,3,5,-0.44,4,,,5,2,0,0
1,4,1,4,'International Affairs',15.38,19.23,19.23,19.23,13.46,13.46,5,6,7,4,6,4,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,7,8,8,8,6,7,0.29,4,,,7,6,0,0
1,6,0,4,'International Affairs',17.65,17.65,17.65,15.69,15.69,15.69,3,5,4,3,3,,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,6,6,5,5,4,0.32,4,,,4,3,0,0
1,7,0,4,'International Affairs',14,18,20,18,16,14,10,10,10,10,10,10,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,10,10,9,10,8,8,0.13,4,,,9,7,1,1
1,8,0,4,'International Affairs',15.38,19.23,17.31,19.23,9.62,19.23,4,4,4,4,4,2,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,3,6,5,4,4,2,0.03,4,,,3,1,0,0
1,1,1,4,'International Affairs',17.5,17.5,20,12.5,20,12.5,2,9,7,2,7,2,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,5,6,6,6,6,0.37,4,,,6,5,0,0
1,6,1,4,'International Affairs',13.21,18.87,18.87,16.98,16.98,15.09,5,9,7,5,8,,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,8,8,9,10,9,9,0.72,4,,,9,7,0,0
1,6,1,4,'International Affairs',15.38,17.31,17.31,17.31,17.31,15.38,4,8,8,4,,,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,6,7,6,6,4,-0.18,4,,,6,3,0,0
1,9,1,4,'International Affairs',15.38,19.23,19.23,19.23,15.38,11.54,7,9,9,7,9,6,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,7,7,7,7,6,0.2,4,,,5,4,0,0
1,9,1,4,'International Affairs',16,20,18,20,18,8,5,6,8,6,8,,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,7,8,8,8,7,5,-0.01,4,,,6,5,0,0
1,5,1,4,'International Affairs',19.61,15.69,17.65,15.69,17.65,13.73,6,8,8,5,6,6,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,7,6,7,6,6,0.23,4,,,6,6,0,0
1,8,1,4,'International Affairs',15.38,17.31,19.23,19.23,11.54,17.31,6,8,6,6,8,8,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,8,9,8,8,8,7,0.68,4,,,8,6,0,0
1,0,0,4,'International Affairs',14.58,16.67,20.83,18.75,16.67,12.5,4,9,7,7,,7,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,7,6,5,6,5,0.46,4,,,6,3,1,0
1,8,1,4,'International Affairs',17.31,13.46,17.31,19.23,19.23,13.46,4,6,6,4,4,4,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,8,7,7,8,8,7,-0.33,4,,,7,5,0,0
1,6,0,4,'International Affairs',11.54,13.46,19.23,19.23,19.23,17.31,5,9,9,7,8,7,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,7,7,8,8,8,6,0.53,4,,,6,4,0,0
1,3,0,4,'International Affairs',13.04,21.74,17.39,17.39,15.22,15.22,5,,,,7,,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,7,7,6,7,5,0.32,4,,,6,4,0,0
1,2,1,4,'International Affairs',20,15.56,20,15.56,11.11,17.78,3,9,9,1,,5,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,7,7,7,6,7,0.57,4,,,6,5,0,0
1,3,1,4,'International Affairs',16.36,16.36,18.18,18.18,16.36,14.55,5,10,10,10,9,9,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,9,8,8,7,8,7,-0.28,4,,,6,3,1,0
